12000,0.01102
28000,0.01043
44000,0.00814
60000,0.01026
76000,0.01099
92000,0.00828
108000,0.00837
124000,0.01101
140000,0.00954
156000,0.00738
172000,0.01022
188000,0.01074
204000,0.00776
220000,0.00839
236000,0.01083
252000,0.00923
268000,0.0074
284000,0.01064
300000,0.01074
316000,0.00759
332000,0.00814
348000,0.01129
364000,0.00908
384000,0.00771
412000,0.01095
420000,0.00877
492000,0.0075
508000,0.01066
524000,0.00963
540000,0.0069
556000,0.0087
656000,0.00662
672000,0.01038
688000,0.0099
704000,0.00731
720000,0.00868
736000,0.01097
752000,0.00935
768000,0.00694
784000,0.01009
800000,0.01068
816000,0.00641
832000,0.00931
848000,0.01122
864000,0.00792
880000,0.00751
896000,0.01074
912000,0.01005
928000,0.00723
944000,0.00917
960000,0.01169
976000,0.00786
992000,0.0071
1008000,0.01215
1024000,0.01074
1040000,0.00696
1056000,0.0094
1072000,0.01057
1088000,0.00854
1104000,0.00872
1120000,0.01106
1136000,0.00954
1152000,0.00763
1168000,0.01081
1184000,0.01152
1200000,0.00708
1216000,0.00813
1232000,0.01152
1248000,0.00927
1264000,0.0066
1280000,0.00999
1296000,0.01068
1312000,0.00828
1328000,0.00874
1344000,0.01148
1360000,0.00954
1376000,0.00751
1392000,0.01032
1408000,0.01074
1424000,0.00835
1440000,0.0087
1456000,0.01129
1472000,0.0094
1488000,0.00824
1504000,0.01064
1520000,0.0102
1536000,0.00662
1552000,0.00912
1568000,0.01165
1584000,0.00837
1600000,0.00734
1616000,0.01064
1632000,0.00992
1648000,0.00696
1664000,0.00973
1680000,0.01139
1696000,0.00765
1712000,0.00744
1728000,0.0112
1744000,0.01032
1760000,0.00731
1776000,0.00921
1792000,0.01102
1808000,0.00826
1824000,0.00776
1840000,0.01116
1856000,0.0099
1872000,0.00771
1888000,0.0106
1904000,0.01087
1920000,0.00725
1936000,0.00841
1952000,0.0111
1968000,0.01034
1984000,0.00772
2000000,0.0103
2016000,0.01114
2032000,0.00746
2048000,0.0087
2064000,0.01143
2080000,0.00942
2096000,0.00727
2112000,0.0098
2128000,0.01108
2144000,0.00807
2160000,0.00896
2176000,0.01106
2192000,0.00849
2208000,0.00761
2224000,0.01076
2240000,0.00986
2256000,0.00731
2272000,0.00919
2288000,0.01093
2304000,0.0094
2320000,0.00792
2336000,0.0111
2352000,0.00956
2368000,0.00788
2384000,0.00971
2400000,0.01133
2416000,0.00727
2432000,0.00828
2448000,0.01085
2464000,0.00952
2480000,0.00725
2496000,0.00986
2512000,0.01122
2528000,0.0074
2544000,0.00769
2560000,0.01205
2576000,0.0095
2592000,0.00708
2608000,0.00969
2624000,0.01074
2640000,0.00818
2656000,0.00824
2672000,0.01104
2688000,0.009
2704000,0.0069
2720000,0.01003
2736000,0.01059
2752000,0.00727
2768000,0.00879
2784000,0.01097
2800000,0.00874
2816000,0.00681
2832000,0.01059
2848000,0.01036
2864000,0.00689
2880000,0.00877
2896000,0.01167
2912000,0.00891
2928000,0.00685
2944000,0.01068
2960000,0.01131
2976000,0.00744
2992000,0.00822
3008000,0.01188
3024000,0.0082
3040000,0.00751
3056000,0.01104
3072000,0.0102
3088000,0.00774
3104000,0.00942
3120000,0.01146
3136000,0.00767
3152000,0.00771
3168000,0.01162
3184000,0.0116
3200000,0.00666
3216000,0.00875
3232000,0.01116
3248000,0.00937
3264000,0.00835
3280000,0.0104
3296000,0.00956
3312000,0.00822
3328000,0.01017
3344000,0.01083
3360000,0.0082
3376000,0.00851
3392000,0.01198
3408000,0.00881
3424000,0.0069
3440000,0.01083
3456000,0.01181
3472000,0.00782
3488000,0.00803
3504000,0.01062
3520000,0.00914
3536000,0.0083
3552000,0.00975
3568000,0.0098
3584000,0.00809
3600000,0.009
3616000,0.01059
3632000,0.00814
3648000,0.00729
3664000,0.01055
3680000,0.01024
3696000,0.00717
3712000,0.00889
3728000,0.01099
3744000,0.00721
3760000,0.00765
3776000,0.01173
3792000,0.0102
3808000,0.00679
3824000,0.00893
3840000,0.01097
3856000,0.00879
3872000,0.00835
3888000,0.01019
3904000,0.00946
3920000,0.00734
3936000,0.00959
3952000,0.0115
3968000,0.00799
3984000,0.0086
4000000,0.01171
4016000,0.009
4032000,0.00723
4048000,0.0108
4064000,0.01026
4080000,0.00738
4096000,0.00813
4112000,0.01205
4128000,0.00967
4144000,0.00694
4160000,0.01066
4176000,0.01118
4192000,0.00797
4208000,0.0086
4224000,0.01104
4240000,0.00847
4256000,0.00807
4272000,0.01123
4288000,0.01026
4304000,0.00711
4320000,0.00931
4336000,0.01087
4352000,0.00813
4368000,0.00799
4384000,0.01127
4400000,0.00969
4416000,0.00725
4432000,0.00978
4448000,0.01078
4464000,0.00786
4480000,0.00772
4496000,0.01095
4512000,0.00975
4528000,0.0074
4544000,0.00942
4560000,0.01139
4576000,0.00803
4592000,0.00809
4608000,0.01129
4624000,0.00937
4640000,0.00732
4656000,0.0098
4672000,0.01001
4688000,0.00763
4704000,0.00879
4720000,0.01139
4736000,0.00942
4752000,0.00751
4768000,0.01026
4784000,0.01043
4800000,0.00769
4816000,0.00893
4832000,0.01177
4848000,0.00923
4864000,0.00698
4880000,0.01076
4896000,0.01057
4912000,0.00746
4928000,0.00895
4944000,0.01108
4960000,0.00887
4976000,0.00837
4992000,0.01028
5008000,0.01028
5024000,0.00683
5040000,0.00944
5056000,0.01154
5072000,0.00801
5088000,0.00763
5104000,0.01169
5120000,0.01045
5136000,0.00698
5152000,0.00935
5168000,0.0108
5184000,0.00782
5200000,0.00788
5216000,0.01076
5232000,0.01003
5248000,0.00736
5264000,0.01009
5280000,0.01097
5296000,0.00786
5312000,0.0083
5328000,0.01049
5344000,0.00898
5360000,0.00711
5376000,0.01059
5392000,0.01137
5408000,0.00652
5424000,0.00896
5440000,0.0116
5456000,0.00866
5472000,0.00734
5488000,0.00994
5504000,0.01028
5520000,0.00782
5536000,0.009
5552000,0.01183
5568000,0.00879
5584000,0.00648
5600000,0.01074
5616000,0.01074
5632000,0.00689
5648000,0.00944
5664000,0.01167
5680000,0.0086
5696000,0.00763
5712000,0.01045
5728000,0.00994
5744000,0.00765
5760000,0.00849
5776000,0.01177
5792000,0.00887
5808000,0.00727
5824000,0.01068
5840000,0.00999
5856000,0.00748
5872000,0.01005
5888000,0.01102
5904000,0.00858
5920000,0.00763
5936000,0.01106
5952000,0.01009
5968000,0.00696
5984000,0.00959
6000000,0.01175
6016000,0.00858
6032000,0.00792
6048000,0.01144
6064000,0.00919
6080000,0.00772
6096000,0.01011
6112000,0.01062
6128000,0.00792
6144000,0.00925
6160000,0.01083
6176000,0.00902
6192000,0.0069
6208000,0.0106
6224000,0.01104
6240000,0.00792
6256000,0.00887
6272000,0.01118
6288000,0.00887
6304000,0.0071
6320000,0.01057
6336000,0.01123
6352000,0.00763
6368000,0.00896
6384000,0.01122
6400000,0.0086
6416000,0.00826
6432000,0.01093
6448000,0.00994
6464000,0.00746
6480000,0.00957
6496000,0.0108
6512000,0.00801
6528000,0.00742
6544000,0.01179
6560000,0.01001
6576000,0.00708
6592000,0.00999
6608000,0.01148
6624000,0.00774
6640000,0.00771
6656000,0.01099
6672000,0.00992
6688000,0.00763
6704000,0.00956
6720000,0.01068
6736000,0.00774
6752000,0.00814
6768000,0.01156
6784000,0.00921
6800000,0.00692
6816000,0.01007
6832000,0.01093
6848000,0.00753
6864000,0.0087
6880000,0.01139
6896000,0.00956
6912000,0.00738
6928000,0.01055
6944000,0.01102
6960000,0.00713
6976000,0.00862
6992000,0.01167
7008000,0.00832
7024000,0.00702
7040000,0.0106
7056000,0.01095
7072000,0.00767
7088000,0.00845
7104000,0.01093
7120000,0.00895
7136000,0.00721
7152000,0.01043
7168000,0.0103
7184000,0.00671
7200000,0.00956
7216000,0.01268
7232000,0.00849
7248000,0.00744
7264000,0.01068
7280000,0.0108
7296000,0.00723
7312000,0.00881
7328000,0.01114
7344000,0.00856
7360000,0.00832
7376000,0.01102
