@ Current Orientation, rotated, then non filtered and filtered.
X None, Y none, Z none, X filtered, Y filtered, Z filtered 
0,0,0,
0.00014048,8.76827e-05,0.00038912,
0.00014048,8.76827e-05,0.00038912,
0.000280847,0.000175274,0.000779143,
-0.0405813,0.0233188,0.0248293,
-0.0404084,0.0233878,0.0251998,
-0.00800969,0.0582851,0.0262688,
-0.00786159,0.0583262,0.0266382,
0.0270358,0.0593952,0.0123478,
0.0271558,0.0594354,0.0127282,
0.0282249,0.045145,0.00141075,
0.0283428,0.0451966,0.00179996,
0.0140524,0.0338791,0.005544,
0.0141816,0.0339397,0.0059299,
0.00286416,0.0376837,0.0251975,
0.00300235,0.0377413,0.0255677,
0.00674639,0.0570089,0.0300264,
0.00688147,0.057051,0.0303927,
0.0261491,0.0615097,0.0135206,
0.0262687,0.0615482,0.0139002,
0.0307274,0.0446761,0.00786369,
0.0308433,0.044728,0.00824774,
0.0139712,0.0386915,0.0145738,
0.0141005,0.0387483,0.0149525,
0.00806402,0.0450743,0.0207962,
0.00819805,0.0451259,0.0211711,
0.0145241,0.0509697,0.0230075,
0.014653,0.0510166,0.0233795,
0.0204967,0.052853,0.0136403,
0.0206208,0.0528984,0.0140197,
0.0224572,0.0431592,0.00680024,
0.0225797,0.0432112,0.00718512,
0.0128405,0.0359917,0.010173,
0.0129707,0.0360506,0.0105552,
0.00575129,0.0390385,0.0118093,
0.00588838,0.0390949,0.0121902,
0.00887629,0.040349,0.014316,
0.00901089,0.0404044,0.0146949,
0.0102649,0.0425302,0.0385387,
0.0103972,0.0425839,0.0388982,
0.012523,0.0664277,0.0441205,
0.0126535,0.0664623,0.0444756,
0.0364973,0.0716845,0.0942073,
0.0366086,0.0717161,0.0945236,
0.0418309,0.121448,0.0863296,
0.0419379,0.12144,0.0866497,
0.0936422,0.112495,0.0832534,
0.0937067,0.112494,0.0835772,
0.0842152,0.104124,0.0836919,
0.0842884,0.10413,0.0840153,
0.0790592,0.108464,0.0573151,
0.0791365,0.108465,0.0576596,
0.0834706,0.0817648,0.0709397,
0.0835432,0.0817871,0.0712734,
0.0568429,0.0950673,0.0582214,
0.056938,0.0950801,0.0585652,
0.0702181,0.0820281,0.0582459,
0.0703016,0.0820502,0.05859,
0.0556823,0.081756,0.0502035,
0.0557783,0.0817783,0.0505537,
0.0553541,0.0732289,0.0666418,
0.0554503,0.073258,0.0669789,
0.0479232,0.0875336,0.0649147,
0.0480254,0.0875513,0.0652532,
0.062301,0.0854871,0.0629569,
0.0623917,0.0855065,0.0632969,
0.0603275,0.0832102,0.0496232,
0.0604197,0.0832313,0.0499751,
0.0581235,0.0695576,0.0567262,
0.0582175,0.0695897,0.0570712,
0.0445438,0.0763409,0.0591343,
0.0446487,0.0763675,0.0594786,
0.0513998,0.0784306,0.0597403,
0.0514968,0.0784555,0.0600841,
0.0535599,0.0787172,0.112936,
0.0536551,0.0787419,0.113237,
0.0539168,0.131594,0.201047,
0.0540118,0.131576,0.201277,
0.106863,0.219386,0.415191,
0.106916,0.2193,0.415251,
0.194726,0.433214,1.03736,
0.194708,0.432959,1.03693,
0.408622,1.05507,1.30068,
0.408431,1.05432,1.30004,
1.03054,1.31808,1.19683,
1.02986,1.31712,1.19626,
1.29361,1.21391,1.36399,
1.29271,1.21303,1.36329,
1.17701,1.3948,1.81982,
1.1762,1.39377,1.81876,
1.37182,1.86339,1.98295,
1.37086,1.86199,1.98176,
1.78248,2.00623,1.86303,
1.78119,2.00472,1.86193,
1.92543,1.886,1.6379,
1.92402,1.88458,1.63699,
1.8053,1.66055,1.5053,
1.80399,1.65932,1.50449,
1.57996,1.52763,1.61922,
1.57883,1.5265,1.61833,
1.4342,1.66139,1.47417,
1.43319,1.66015,1.47339,
1.55645,1.51637,1.44642,
1.55534,1.51525,1.44566,
1.42737,1.4916,1.4316,
1.42636,1.4905,1.43085,
1.40012,1.47512,1.42406,
1.39914,1.47403,1.42332,
1.38288,1.46789,1.43652,
1.38191,1.4668,1.43576,
1.37616,1.47823,1.43688,
1.3752,1.47714,1.43612,
1.39202,1.47971,1.43066,
1.39104,1.47862,1.42991,
1.3915,1.47154,1.42902,
1.39052,1.47046,1.42828,
1.38793,1.46962,1.42752,
1.38696,1.46854,1.42677,
1.38601,1.46753,1.42749,
1.38504,1.46645,1.42674,
1.38403,1.46717,1.42762,
1.38306,1.46608,1.42688,
1.38377,1.46696,1.42729,
1.3828,1.46588,1.42654,
1.38368,1.46629,1.42206,
1.38271,1.46521,1.42132,
1.38312,1.46073,1.42673,
1.38215,1.45965,1.42598,
1.37767,1.46506,1.4275,
1.37671,1.46398,1.42676,
1.38211,1.4655,1.42569,
1.38114,1.46442,1.42495,
1.38267,1.46336,1.42477,
1.3817,1.46228,1.42403,
1.3806,1.46247,1.42578,
1.37964,1.46139,1.42504,
1.37862,1.46402,1.42899,
1.37766,1.46294,1.42824,
1.37853,1.46475,1.43037,
1.37757,1.46367,1.42962,
1.38059,1.46645,1.43017,
1.37963,1.46536,1.42942,
1.3824,1.46591,1.42823,
1.38143,1.46483,1.42748,
1.38198,1.46363,1.42309,
1.38101,1.46255,1.42235,
