@ Raw Phidget data, non zeroed, avg constant, then zeroed.
X Axis, Y Axis, Z Axis, X Avg, Y Avg, Z Avg, X Zeroed, Y Zeroed, Z Zeroed
-0.38773,0.0856,-0.22479,-0.225902,0.0424094,-0.25949,-0.38773,0.0856,-0.22479,
-0.46326,0.22156,-0.28519,-0.225902,0.0424094,-0.25949,-0.46326,0.22156,-0.28519,
-0.37766,0.00504,-0.15098,-0.225902,0.0424094,-0.25949,-0.37766,0.00504,-0.15098,
-0.2417,0.05539,-0.2617,-0.225902,0.0424094,-0.25949,-0.2417,0.05539,-0.2617,
-0.19135,0.18631,-0.39255,-0.225902,0.0424094,-0.25949,-0.19135,0.18631,-0.39255,
-0.24673,0.21149,-0.18789,-0.225902,0.0424094,-0.25949,-0.24673,0.21149,-0.18789,
-0.31421,0.05237,-0.28183,-0.225902,0.0424094,-0.25949,-0.31421,0.05237,-0.28183,
-0.38773,0.09064,-0.23822,-0.225902,0.0424094,-0.25949,-0.38773,0.09064,-0.23822,
-0.31723,0.00504,-0.359,-0.225902,0.0424094,-0.25949,-0.31723,0.00504,-0.359,
-0.20947,0.14099,-0.35162,-0.225902,0.0424094,-0.25949,-0.20947,0.14099,-0.35162,
-0.34744,0.03021,-0.48985,-0.225902,0.0424094,-0.25949,-0.34744,0.03021,-0.48985,
-0.12589,0.16617,-0.47643,-0.225902,0.0424094,-0.25949,-0.12589,0.16617,-0.47643,
-0.3273,-0.02518,-0.30867,-0.225902,0.0424094,-0.25949,-0.3273,-0.02518,-0.30867,
-0.06546,0.11581,-0.38249,-0.225902,0.0424094,-0.25949,-0.06546,0.11581,-0.38249,
-0.16113,-0.21652,-0.42275,-0.225902,0.0424094,-0.25949,-0.16113,-0.21652,-0.42275,
-0.44815,0.03525,-0.30532,-0.225902,0.0424094,-0.25949,-0.44815,0.03525,-0.30532,
-0.26688,-0.15106,-0.41939,-0.225902,0.0424094,-0.25949,-0.26688,-0.15106,-0.41939,
-0.28198,0.01007,-0.35229,-0.225902,0.0424094,-0.25949,-0.28198,0.01007,-0.35229,
-0.39276,0,-0.26841,-0.225902,0.0424094,-0.25949,-0.39276,0,-0.26841,
-0.14099,0.26688,-0.37578,-0.225902,0.0424094,-0.25949,-0.14099,0.26688,-0.37578,
-0.21652,0.18631,-0.34222,-0.225902,0.0424094,-0.25949,-0.21652,0.18631,-0.34222,
-0.3978,0.31723,-0.31874,-0.225902,0.0424094,-0.25949,-0.3978,0.31723,-0.31874,
-0.4985,0.05035,-0.39591,-0.225902,0.0424094,-0.25949,-0.4985,0.05035,-0.39591,
-0.31219,0.33737,-0.27177,-0.225902,0.0424094,-0.25949,-0.31219,0.33737,-0.27177,
-0.41794,0.19638,-0.28519,-0.225902,0.0424094,-0.25949,-0.41794,0.19638,-0.28519,
-0.40787,0.17624,-0.31874,-0.225902,0.0424094,-0.25949,-0.40787,0.17624,-0.31874,
-0.57404,0.09567,-0.24493,-0.225902,0.0424094,-0.25949,-0.57404,0.09567,-0.24493,
-0.43808,0.25177,-0.29525,-0.225902,0.0424094,-0.25949,-0.43808,0.25177,-0.29525,
-0.41794,0.29709,-0.06375,-0.225902,0.0424094,-0.25949,-0.41794,0.29709,-0.06375,
-0.14099,0.13092,-0.25835,-0.225902,0.0424094,-0.25949,-0.14099,0.13092,-0.25835,
-0.10071,-0.24673,-0.16105,-0.225902,0.0424094,-0.25949,-0.10071,-0.24673,-0.16105,
-0.30716,0.04532,-0.17447,-0.225902,0.0424094,-0.25949,-0.30716,0.04532,-0.17447,
-0.26688,0.18127,-0.40262,-0.225902,0.0424094,-0.25949,-0.26688,0.18127,-0.40262,
-0.29205,-0.07553,-0.18789,-0.225902,0.0424094,-0.25949,-0.29205,-0.07553,-0.18789,
-0.29205,0.18127,-0.14092,-0.225902,0.0424094,-0.25949,-0.29205,0.18127,-0.14092,
-0.40283,0.07553,-0.30532,-0.225902,0.0424094,-0.25949,-0.40283,0.07553,-0.30532,
-0.3978,-0.26688,-0.27848,-0.225902,0.0424094,-0.25949,-0.3978,-0.26688,-0.27848,
-0.46829,0.04028,-0.26506,-0.225902,0.0424094,-0.25949,-0.46829,0.04028,-0.26506,
-0.36758,-0.04028,-0.34558,-0.225902,0.0424094,-0.25949,-0.36758,-0.04028,-0.34558,
-0.2981,0.16113,-0.41872,-0.225902,0.0424094,-0.25949,-0.2981,0.16113,-0.41872,
-0.26587,-0.0282,-0.38651,-0.225902,0.0424094,-0.25949,-0.26587,-0.0282,-0.38651,
0.05539,-0.12085,-0.23822,-0.225902,0.0424094,-0.25949,0.05539,-0.12085,-0.23822,
-0.10574,0.25177,-0.58715,-0.225902,0.0424094,-0.25949,-0.10574,0.25177,-0.58715,
-0.28198,0.16516,-0.3382,-0.225902,0.0424094,-0.25949,-0.28198,0.16516,-0.3382,
-0.03021,0.05035,-0.2919,-0.225902,0.0424094,-0.25949,-0.03021,0.05035,-0.2919,
-0.29709,-0.03525,-0.25164,-0.225902,0.0424094,-0.25949,-0.29709,-0.03525,-0.25164,
-0.25681,-0.1561,-0.27512,-0.225902,0.0424094,-0.25949,-0.25681,-0.1561,-0.27512,
-0.28702,0.20142,-0.06039,-0.225902,0.0424094,-0.25949,-0.28702,0.20142,-0.06039,
-0.05035,0.00504,-0.13756,-0.225902,0.0424094,-0.25949,-0.05035,0.00504,-0.13756,
-0.16617,0.00504,-0.21137,-0.225902,0.0424094,-0.25949,-0.16617,0.00504,-0.21137,
-0.17624,-0.19638,-0.30867,-0.225902,0.0424094,-0.25949,-0.17624,-0.19638,-0.30867,
-0.44815,0.00504,-0.44623,-0.225902,0.0424094,-0.25949,-0.44815,0.00504,-0.44623,
-0.35248,0.19135,-0.32545,-0.225902,0.0424094,-0.25949,-0.35248,0.19135,-0.32545,
-0.23163,-0.10071,-0.3288,-0.225902,0.0424094,-0.25949,-0.23163,-0.10071,-0.3288,
-0.28198,-0.01511,-0.12414,-0.225902,0.0424094,-0.25949,-0.28198,-0.01511,-0.12414,
-0.24673,0.0856,-0.14092,-0.225902,0.0424094,-0.25949,-0.24673,0.0856,-0.14092,
-0.27191,0.03021,-0.27848,-0.225902,0.0424094,-0.25949,-0.27191,0.03021,-0.27848,
-0.29205,-0.04028,-0.34893,-0.225902,0.0424094,-0.25949,-0.29205,-0.04028,-0.34893,
-0.25177,0.13596,-0.30867,-0.225902,0.0424094,-0.25949,-0.25177,0.13596,-0.30867,
-0.27695,-0.15106,-0.40262,-0.225902,0.0424094,-0.25949,-0.27695,-0.15106,-0.40262,
-0.40283,0.03525,-0.41268,-0.225902,0.0424094,-0.25949,-0.40283,0.03525,-0.41268,
-0.43808,-0.1561,-0.21808,-0.225902,0.0424094,-0.25949,-0.43808,-0.1561,-0.21808,
-0.45822,-0.02518,-0.22815,-0.225902,0.0424094,-0.25949,-0.45822,-0.02518,-0.22815,
-0.27191,0.01007,-0.12079,-0.225902,0.0424094,-0.25949,-0.27191,0.01007,-0.12079,
-0.28702,0.37262,-0.26841,-0.225902,0.0424094,-0.25949,-0.28702,0.37262,-0.26841,
-0.24573,0.1571,-0.39993,-0.225902,0.0424094,-0.25949,-0.24573,0.1571,-0.39993,
-0.3273,0.09567,-0.33887,-0.225902,0.0424094,-0.25949,-0.3273,0.09567,-0.33887,
-0.31219,0.08057,-0.359,-0.225902,0.0424094,-0.25949,-0.31219,0.08057,-0.359,
-0.43808,0.02518,-0.39255,-0.225902,0.0424094,-0.25949,-0.43808,0.02518,-0.39255,
-0.62439,0.01511,-0.40933,-0.225902,0.0424094,-0.25949,-0.62439,0.01511,-0.40933,
-0.28198,-0.06042,-0.28519,-0.225902,0.0424094,-0.25949,-0.28198,-0.06042,-0.28519,
-0.33435,0.16516,-0.26304,-0.225902,0.0424094,-0.25949,-0.33435,0.16516,-0.26304,
-0.28198,0.04532,-0.24493,-0.225902,0.0424094,-0.25949,-0.28198,0.04532,-0.24493,
-0.18127,0.11078,-0.18118,-0.225902,0.0424094,-0.25949,-0.18127,0.11078,-0.18118,
-0.31824,-0.00403,-0.20131,-0.225902,0.0424094,-0.25949,-0.31824,-0.00403,-0.20131,
-0.53879,-0.09567,-0.32209,-0.225902,0.0424094,-0.25949,-0.53879,-0.09567,-0.32209,
-0.33234,-0.0705,-0.49321,-0.225902,0.0424094,-0.25949,-0.33234,-0.0705,-0.49321,
-0.29205,-0.14099,-0.29861,-0.225902,0.0424094,-0.25949,-0.29205,-0.14099,-0.29861,
-0.38773,-0.04028,-0.359,-0.225902,0.0424094,-0.25949,-0.38773,-0.04028,-0.359,
-0.569,-0.17624,-0.18789,-0.225902,0.0424094,-0.25949,-0.569,-0.17624,-0.18789,
-0.45822,0.12589,-0.43617,-0.225902,0.0424094,-0.25949,-0.45822,0.12589,-0.43617,
-0.59921,-0.06042,-0.42275,-0.225902,0.0424094,-0.25949,-0.59921,-0.06042,-0.42275,
-0.43304,0.0856,-0.40597,-0.225902,0.0424094,-0.25949,-0.43304,0.0856,-0.40597,
-0.26688,-0.12589,-0.2315,-0.225902,0.0424094,-0.25949,-0.26688,-0.12589,-0.2315,
-0.38269,0.21149,-0.44959,-0.225902,0.0424094,-0.25949,-0.38269,0.21149,-0.44959,
-0.35449,-0.04028,-0.51803,-0.225902,0.0424094,-0.25949,-0.35449,-0.04028,-0.51803,
-0.32227,-0.06042,-0.53347,-0.225902,0.0424094,-0.25949,-0.32227,-0.06042,-0.53347,
-0.30212,0.11078,-0.5234,-0.225902,0.0424094,-0.25949,-0.30212,0.11078,-0.5234,
-0.48843,0.25681,-0.33887,-0.225902,0.0424094,-0.25949,-0.48843,0.25681,-0.33887,
-0.38269,-0.26688,-0.29861,-0.225902,0.0424094,-0.25949,-0.38269,-0.26688,-0.29861,
-0.33737,0.00504,-0.40933,-0.225902,0.0424094,-0.25949,-0.33737,0.00504,-0.40933,
-0.40283,-0.11078,-0.32545,-0.225902,0.0424094,-0.25949,-0.40283,-0.11078,-0.32545,
-0.31219,0.0856,-0.37578,-0.225902,0.0424094,-0.25949,-0.31219,0.0856,-0.37578,
-0.10574,0.05539,-0.33216,-0.225902,0.0424094,-0.25949,-0.10574,0.05539,-0.33216,
-0.17624,0.00504,-0.33216,-0.225902,0.0424094,-0.25949,-0.17624,0.00504,-0.33216,
-0.16516,-0.09265,0.00537,-0.225902,0.0424094,-0.25949,-0.16516,-0.09265,0.00537,
-0.0705,-0.00504,-0.08723,-0.225902,0.0424094,-0.25949,-0.0705,-0.00504,-0.08723,
-0.22659,0.02518,-0.22479,-0.225902,0.0424094,-0.25949,-0.22659,0.02518,-0.22479,
-0.2417,-0.06848,-0.31404,-0.225902,0.0424094,-0.25949,-0.2417,-0.06848,-0.31404,
-0.36758,-0.03525,-0.47643,-0.225902,0.0424094,-0.25949,-0.36758,-0.03525,-0.47643,
-0.14603,0.06546,-0.20466,-0.225902,0.0424094,-0.25949,-0.14603,0.06546,-0.20466,
-0.30716,0.15106,-0.15098,-0.225902,0.0424094,-0.25949,-0.30716,0.15106,-0.15098,
-0.38773,-0.07553,-0.25499,-0.225902,0.0424094,-0.25949,-0.38773,-0.07553,-0.25499,
-0.38773,-0.00504,-0.53682,-0.225902,0.0424094,-0.25949,-0.38773,-0.00504,-0.53682,
-0.37262,0.11078,-0.35229,-0.225902,0.0424094,-0.25949,-0.37262,0.11078,-0.35229,
-0.36758,-0.06546,-0.42946,-0.225902,0.0424094,-0.25949,-0.36758,-0.06546,-0.42946,
-0.27695,-0.15106,-0.34558,-0.225902,0.0424094,-0.25949,-0.27695,-0.15106,-0.34558,
-0.21149,0.1712,-0.36236,-0.225902,0.0424094,-0.25949,-0.21149,0.1712,-0.36236,
-0.37262,0.1561,-0.35229,-0.225902,0.0424094,-0.25949,-0.37262,0.1561,-0.35229,
-0.03525,-0.04532,-0.41268,-0.225902,0.0424094,-0.25949,-0.03525,-0.04532,-0.41268,
-0.21652,0.11581,-0.21473,-0.225902,0.0424094,-0.25949,-0.21652,0.11581,-0.21473,
-0.09064,0.0856,-0.359,-0.225902,0.0424094,-0.25949,-0.09064,0.0856,-0.359,
-0.40283,0.01007,-0.25499,-0.225902,0.0424094,-0.25949,-0.40283,0.01007,-0.25499,
-0.21149,-0.15106,-0.10401,-0.225902,0.0424094,-0.25949,-0.21149,-0.15106,-0.10401,
-0.14603,0.11581,-0.32545,-0.225902,0.0424094,-0.25949,-0.14603,0.11581,-0.32545,
-0.19135,-0.01007,-0.14427,-0.225902,0.0424094,-0.25949,-0.19135,-0.01007,-0.14427,
-0.26688,0.05035,-0.26506,-0.225902,0.0424094,-0.25949,-0.26688,0.05035,-0.26506,
-0.36758,0.1712,-0.35565,-0.225902,0.0424094,-0.25949,-0.36758,0.1712,-0.35565,
-0.4834,0.07553,-0.51669,-0.225902,0.0424094,-0.25949,-0.4834,0.07553,-0.51669,
-0.45822,-0.03021,-0.25164,-0.225902,0.0424094,-0.25949,-0.45822,-0.03021,-0.25164,
-0.27695,0.0705,-0.38584,-0.225902,0.0424094,-0.25949,-0.27695,0.0705,-0.38584,
-0.40283,-0.09567,-0.33551,-0.225902,0.0424094,-0.25949,-0.40283,-0.09567,-0.33551,
-0.29709,0.18127,-0.34893,-0.225902,0.0424094,-0.25949,-0.29709,0.18127,-0.34893,
-0.12085,-0.09567,-0.10401,-0.225902,0.0424094,-0.25949,-0.12085,-0.09567,-0.10401,
-0.23666,0.13596,-0.13421,-0.225902,0.0424094,-0.25949,-0.23666,0.13596,-0.13421,
-0.14099,0.07553,-0.1275,-0.225902,0.0424094,-0.25949,-0.14099,0.07553,-0.1275,
-0.21149,0.22659,-0.24493,-0.225902,0.0424094,-0.25949,-0.21149,0.22659,-0.24493,
-0.13596,0.14603,-0.29861,-0.225902,0.0424094,-0.25949,-0.13596,0.14603,-0.29861,
-0.23163,0.00504,-0.44623,-0.225902,0.0424094,-0.25949,-0.23163,0.00504,-0.44623,
-0.46829,0.01511,-0.359,-0.225902,0.0424094,-0.25949,-0.46829,0.01511,-0.359,
-0.47836,-0.16617,-0.43617,-0.225902,0.0424094,-0.25949,-0.47836,-0.16617,-0.43617,
-0.35248,-0.15106,-0.3892,-0.225902,0.0424094,-0.25949,-0.35248,-0.15106,-0.3892,
-0.23666,0.09567,-0.31538,-0.225902,0.0424094,-0.25949,-0.23666,0.09567,-0.31538,
-0.29709,0.0856,-0.2315,-0.225902,0.0424094,-0.25949,-0.29709,0.0856,-0.2315,
-0.20645,0.05539,-0.02684,-0.225902,0.0424094,-0.25949,-0.20645,0.05539,-0.02684,
-0.38773,0.02518,-0.09059,-0.225902,0.0424094,-0.25949,-0.38773,0.02518,-0.09059,
-0.34744,0.10071,-0.20466,-0.225902,0.0424094,-0.25949,-0.34744,0.10071,-0.20466,
0,-0.06042,-0.35229,-0.225902,0.0424094,-0.25949,0,-0.06042,-0.35229,
-0.28702,0.10574,-0.35229,-0.225902,0.0424094,-0.25949,-0.28702,0.10574,-0.35229,
-0.30212,0.1712,-0.4261,-0.225902,0.0424094,-0.25949,-0.30212,0.1712,-0.4261,
-0.45319,-0.04532,-0.35229,-0.225902,0.0424094,-0.25949,-0.45319,-0.04532,-0.35229,
-0.22659,0.04028,-0.35229,-0.225902,0.0424094,-0.25949,-0.22659,0.04028,-0.35229,
-0.26184,0.08057,-0.56903,-0.225902,0.0424094,-0.25949,-0.26184,0.08057,-0.56903,
-0.16617,-0.02014,-0.29525,-0.225902,0.0424094,-0.25949,-0.16617,-0.02014,-0.29525,
-0.05035,0.08057,-0.31538,-0.225902,0.0424094,-0.25949,-0.05035,0.08057,-0.31538,
0.01007,0.05539,-0.17782,-0.225902,0.0424094,-0.25949,0.01007,0.05539,-0.17782,
-0.19638,0.10071,-0.18789,-0.225902,0.0424094,-0.25949,-0.19638,0.10071,-0.18789,
-0.19135,0.09567,-0.1644,-0.225902,0.0424094,-0.25949,-0.19135,0.09567,-0.1644,
-0.22156,0.16113,-0.32545,-0.225902,0.0424094,-0.25949,-0.22156,0.16113,-0.32545,
-0.40787,0.06042,-0.25164,-0.225902,0.0424094,-0.25949,-0.40787,0.06042,-0.25164,
-0.33737,-0.04532,-0.43281,-0.225902,0.0424094,-0.25949,-0.33737,-0.04532,-0.43281,
-0.37061,0.05237,-0.5234,-0.225902,0.0424094,-0.25949,-0.37061,0.05237,-0.5234,
-0.25177,0.06546,-0.46301,-0.225902,0.0424094,-0.25949,-0.25177,0.06546,-0.46301,
-0.4834,0.07553,-0.46301,-0.225902,0.0424094,-0.25949,-0.4834,0.07553,-0.46301,
-0.53879,0.09064,-0.35229,-0.225902,0.0424094,-0.25949,-0.53879,0.09064,-0.35229,
-0.52872,0.23666,-0.30196,-0.225902,0.0424094,-0.25949,-0.52872,0.23666,-0.30196,
-0.52368,0.05539,-0.22479,-0.225902,0.0424094,-0.25949,-0.52368,0.05539,-0.22479,
-0.20645,0.14099,-0.14427,-0.225902,0.0424094,-0.25949,-0.20645,0.14099,-0.14427,
-0.28702,0.05539,-0.04362,-0.225902,0.0424094,-0.25949,-0.28702,0.05539,-0.04362,
-0.03525,0.05539,-0.21473,-0.225902,0.0424094,-0.25949,-0.03525,0.05539,-0.21473,
-0.11078,0.00504,-0.14427,-0.225902,0.0424094,-0.25949,-0.11078,0.00504,-0.14427,
-0.33234,0.02014,-0.32545,-0.225902,0.0424094,-0.25949,-0.33234,0.02014,-0.32545,
-0.32227,-0.01007,0.02684,-0.225902,0.0424094,-0.25949,-0.32227,-0.01007,0.02684,
-0.33234,-0.07553,-0.26841,-0.225902,0.0424094,-0.25949,-0.33234,-0.07553,-0.26841,
-0.28198,0.1561,-0.29525,-0.225902,0.0424094,-0.25949,-0.28198,0.1561,-0.29525,
-0.37262,-0.07553,-0.24157,-0.225902,0.0424094,-0.25949,-0.37262,-0.07553,-0.24157,
-0.34241,0.23767,-0.64956,-0.225902,0.0424094,-0.25949,-0.34241,0.23767,-0.64956,
-0.34241,0.06546,-0.50327,-0.225902,0.0424094,-0.25949,-0.34241,0.06546,-0.50327,
-0.16617,0.09064,-0.35229,-0.225902,0.0424094,-0.25949,-0.16617,0.09064,-0.35229,
-0.41794,0.0856,-0.52005,-0.225902,0.0424094,-0.25949,-0.41794,0.0856,-0.52005,
-0.28702,-0.01007,-0.30867,-0.225902,0.0424094,-0.25949,-0.28702,-0.01007,-0.30867,
-0.24673,0.24673,-0.44288,-0.225902,0.0424094,-0.25949,-0.24673,0.24673,-0.44288,
-0.35751,-0.02014,-0.05033,-0.225902,0.0424094,-0.25949,-0.35751,-0.02014,-0.05033,
-0.34241,-0.06042,-0.2315,-0.225902,0.0424094,-0.25949,-0.34241,-0.06042,-0.2315,
-0.15106,-0.01511,-0.28854,-0.225902,0.0424094,-0.25949,-0.15106,-0.01511,-0.28854,
-0.16113,0.19638,-0.26506,-0.225902,0.0424094,-0.25949,-0.16113,0.19638,-0.26506,
-0.28198,0.01511,-0.22479,-0.225902,0.0424094,-0.25949,-0.28198,0.01511,-0.22479,
-0.20142,-0.10071,-0.33551,-0.225902,0.0424094,-0.25949,-0.20142,-0.10071,-0.33551,
-0.19638,0.21149,-0.3288,-0.225902,0.0424094,-0.25949,-0.19638,0.21149,-0.3288,
-0.29205,0.08057,-0.42275,-0.225902,0.0424094,-0.25949,-0.29205,0.08057,-0.42275,
-0.34241,0.12589,-0.56366,-0.225902,0.0424094,-0.25949,-0.34241,0.12589,-0.56366,
-0.18127,-0.02014,-0.37578,-0.225902,0.0424094,-0.25949,-0.18127,-0.02014,-0.37578,
-0.31219,-0.0705,-0.40262,-0.225902,0.0424094,-0.25949,-0.31219,-0.0705,-0.40262,
-0.47333,-0.05539,-0.22479,-0.225902,0.0424094,-0.25949,-0.47333,-0.05539,-0.22479,
-0.24573,0.08862,-0.28988,-0.225902,0.0424094,-0.25949,-0.24573,0.08862,-0.28988,
-0.35248,0.27191,-0.2919,-0.225902,0.0424094,-0.25949,-0.35248,0.27191,-0.2919,
-0.36758,-0.00504,-0.25835,-0.225902,0.0424094,-0.25949,-0.36758,-0.00504,-0.25835,
-0.43909,-0.04834,-0.31136,-0.225902,0.0424094,-0.25949,-0.43909,-0.04834,-0.31136,
-0.65964,-0.0856,-0.22144,-0.225902,0.0424094,-0.25949,-0.65964,-0.0856,-0.22144,
-0.64957,-0.03021,-0.1644,-0.225902,0.0424094,-0.25949,-0.64957,-0.03021,-0.1644,
-0.427,0.13293,-0.41872,-0.225902,0.0424094,-0.25949,-0.427,0.13293,-0.41872,
-0.3273,0.11078,-0.11072,-0.225902,0.0424094,-0.25949,-0.3273,0.11078,-0.11072,
-0.11078,0,-0.20466,-0.225902,0.0424094,-0.25949,-0.11078,0,-0.20466,
-0.09064,0.1712,-0.18453,-0.225902,0.0424094,-0.25949,-0.09064,0.1712,-0.18453,
-0.24673,0.24673,-0.08723,-0.225902,0.0424094,-0.25949,-0.24673,0.24673,-0.08723,
-0.62439,-0.09668,-0.17984,-0.225902,0.0424094,-0.25949,-0.62439,-0.09668,-0.17984,
-0.29205,0.00504,-0.16776,-0.225902,0.0424094,-0.25949,-0.29205,0.00504,-0.16776,
-0.28198,0.28702,-0.34893,-0.225902,0.0424094,-0.25949,-0.28198,0.28702,-0.34893,
-0.33032,0.12085,-0.41604,-0.225902,0.0424094,-0.25949,-0.33032,0.12085,-0.41604,
-0.44312,-0.0705,-0.31538,-0.225902,0.0424094,-0.25949,-0.44312,-0.0705,-0.31538,
-0.51865,0.21149,-0.44959,-0.225902,0.0424094,-0.25949,-0.51865,0.21149,-0.44959,
-0.27191,0.12085,-0.31538,-0.225902,0.0424094,-0.25949,-0.27191,0.12085,-0.31538,
-0.27191,-0.10574,-0.20466,-0.225902,0.0424094,-0.25949,-0.27191,-0.10574,-0.20466,
-0.31219,0.13092,-0.3288,-0.225902,0.0424094,-0.25949,-0.31219,0.13092,-0.3288,
-0.31723,0.03021,-0.28183,-0.225902,0.0424094,-0.25949,-0.31723,0.03021,-0.28183,
-0.29205,0.0856,-0.26506,-0.225902,0.0424094,-0.25949,-0.29205,0.0856,-0.26506,
-0.19135,0.12085,-0.38249,-0.225902,0.0424094,-0.25949,-0.19135,0.12085,-0.38249,
-0.27191,0.01007,-0.19795,-0.225902,0.0424094,-0.25949,-0.27191,0.01007,-0.19795,
-0.34241,-0.06042,-0.34222,-0.225902,0.0424094,-0.25949,-0.34241,-0.06042,-0.34222,
-0.11581,0.20645,-0.27848,-0.225902,0.0424094,-0.25949,-0.11581,0.20645,-0.27848,
-0.3273,0.35751,-0.30867,-0.225902,0.0424094,-0.25949,-0.3273,0.35751,-0.30867,
-0.4129,0.03525,-0.40933,-0.225902,0.0424094,-0.25949,-0.4129,0.03525,-0.40933,
-0.14603,-0.16617,-0.42275,-0.225902,0.0424094,-0.25949,-0.14603,-0.16617,-0.42275,
1.76239,-2.63855,0.34893,-0.225902,0.0424094,-0.25949,1.76239,-2.63855,0.34893,
4.68292,-9.14932,10.7968,-0.225902,0.0424094,-0.25949,4.68292,-9.14932,10.7968,
6.72226,1.29913,10.6325,-0.225902,0.0424094,-0.25949,6.72226,1.29913,10.6325,
8.38898,2.54288,16.1282,-0.225902,0.0424094,-0.25949,8.38898,2.54288,16.1282,
6.62155,-5.65979,16.5409,-0.225902,0.0424094,-0.25949,6.62155,-5.65979,16.5409,
7.45239,4.51172,10.9042,-0.225902,0.0424094,-0.25949,7.45239,4.51172,10.9042,
1.71707,4.91959,1.08036,-0.225902,0.0424094,-0.25949,1.71707,4.91959,1.08036,
0.04532,0.11581,0.67774,-0.225902,0.0424094,-0.25949,0.04532,0.11581,0.67774,
-0.46829,0.93155,-0.7851,-0.225902,0.0424094,-0.25949,-0.46829,0.93155,-0.7851,
-1.16821,-2.30621,-1.09378,-0.225902,0.0424094,-0.25949,-1.16821,-2.30621,-1.09378,
-0.7251,-2.47238,-0.70458,-0.225902,0.0424094,-0.25949,-0.7251,-2.47238,-0.70458,
0.19739,3.60938,-0.99849,-0.225902,0.0424094,-0.25949,0.19739,3.60938,-0.99849,
-0.36255,-0.28702,-0.17782,-0.225902,0.0424094,-0.25949,-0.36255,-0.28702,-0.17782,
-0.54886,-0.38269,-0.34558,-0.225902,0.0424094,-0.25949,-0.54886,-0.38269,-0.34558,
-0.41794,0.21652,-0.19795,-0.225902,0.0424094,-0.25949,-0.41794,0.21652,-0.19795,
-0.11078,0.36255,-0.2919,-0.225902,0.0424094,-0.25949,-0.11078,0.36255,-0.2919,
-0.09064,0.09064,-0.37242,-0.225902,0.0424094,-0.25949,-0.09064,0.09064,-0.37242,
-0.33234,0.02014,0.02013,-0.225902,0.0424094,-0.25949,-0.33234,0.02014,0.02013,
-0.48843,-0.00504,-0.08723,-0.225902,0.0424094,-0.25949,-0.48843,-0.00504,-0.08723,
-0.49347,0.31219,-0.2617,-0.225902,0.0424094,-0.25949,-0.49347,0.31219,-0.2617,
-0.29205,-0.04532,-0.18118,-0.225902,0.0424094,-0.25949,-0.29205,-0.04532,-0.18118,
-0.41794,0.0856,-0.19795,-0.225902,0.0424094,-0.25949,-0.41794,0.0856,-0.19795,
-0.31723,-0.01007,-0.14427,-0.225902,0.0424094,-0.25949,-0.31723,-0.01007,-0.14427,
-0.31723,-0.12085,-0.24157,-0.225902,0.0424094,-0.25949,-0.31723,-0.12085,-0.24157,
-0.15106,0.0856,-0.36236,-0.225902,0.0424094,-0.25949,-0.15106,0.0856,-0.36236,
-0.28198,0.15308,-0.24157,-0.225902,0.0424094,-0.25949,-0.28198,0.15308,-0.24157,
-0.52368,-0.14099,-0.46301,-0.225902,0.0424094,-0.25949,-0.52368,-0.14099,-0.46301,
-0.20142,0.04028,-0.5536,-0.225902,0.0424094,-0.25949,-0.20142,0.04028,-0.5536,
-0.04532,0.26688,-0.34222,-0.225902,0.0424094,-0.25949,-0.04532,0.26688,-0.34222,
-0.10071,0.25681,-0.20466,-0.225902,0.0424094,-0.25949,-0.10071,0.25681,-0.20466,
0.22659,0.23163,0.04697,-0.225902,0.0424094,-0.25949,0.22659,0.23163,0.04697,
0.05035,0.26184,0.30196,-0.225902,0.0424094,-0.25949,0.05035,0.26184,0.30196,
0.1712,0.3273,0.33216,-0.225902,0.0424094,-0.25949,0.1712,0.3273,0.33216,
0.24673,0.16617,0.24828,-0.225902,0.0424094,-0.25949,0.24673,0.16617,0.24828,
0.02518,0.22659,-0.31874,-0.225902,0.0424094,-0.25949,0.02518,0.22659,-0.31874,
-0.31723,0.00504,-0.47643,-0.225902,0.0424094,-0.25949,-0.31723,0.00504,-0.47643,
-0.73315,-0.25781,-0.37309,-0.225902,0.0424094,-0.25949,-0.73315,-0.25781,-0.37309,
-0.22156,0.1561,-0.22815,-0.225902,0.0424094,-0.25949,-0.22156,0.1561,-0.22815,
-0.49347,0.11078,-0.18453,-0.225902,0.0424094,-0.25949,-0.49347,0.11078,-0.18453,
-0.13596,0.10071,-0.16776,-0.225902,0.0424094,-0.25949,-0.13596,0.10071,-0.16776,
-0.18631,-0.01007,-0.20802,-0.225902,0.0424094,-0.25949,-0.18631,-0.01007,-0.20802,
-0.23666,-0.00504,-0.1946,-0.225902,0.0424094,-0.25949,-0.23666,-0.00504,-0.1946,
0.82581,-0.78049,-0.36571,-0.225902,0.0424094,-0.25949,0.82581,-0.78049,-0.36571,
2.37167,-1.97388,-0.81194,-0.225902,0.0424094,-0.25949,2.37167,-1.97388,-0.81194,
1.5509,0.56396,-0.92937,-0.225902,0.0424094,-0.25949,1.5509,0.56396,-0.92937,
0.25177,4.37073,-0.57037,-0.225902,0.0424094,-0.25949,0.25177,4.37073,-0.57037,
-0.30212,3.03635,-0.09394,-0.225902,0.0424094,-0.25949,-0.30212,3.03635,-0.09394,
-0.77545,-0.84595,0.3892,-0.225902,0.0424094,-0.25949,-0.77545,-0.84595,0.3892,
