@ Raw Phidget data, non zeroed, avg constant, then zeroed.
X Axis, Y Axis, Z Axis, X Avg, Y Avg, Z Avg, X Zeroed, Y Zeroed, Z Zeroed
-0.26184,0,-0.39926,-0.225902,0.0424094,-0.25949,-0.26184,0,-0.39926,
-0.26184,0.29709,-0.30867,-0.225902,0.0424094,-0.25949,-0.26184,0.29709,-0.30867,
-0.29709,0.1712,-0.51669,-0.225902,0.0424094,-0.25949,-0.29709,0.1712,-0.51669,
-0.47131,0.0564,-0.26841,-0.225902,0.0424094,-0.25949,-0.47131,0.0564,-0.26841,
-0.40787,0.23666,-0.54353,-0.225902,0.0424094,-0.25949,-0.40787,0.23666,-0.54353,
-0.50858,-0.0705,-0.24828,-0.225902,0.0424094,-0.25949,-0.50858,-0.0705,-0.24828,
-0.47836,0.43808,-0.29525,-0.225902,0.0424094,-0.25949,-0.47836,0.43808,-0.29525,
-0.29709,0.12589,-0.33887,-0.225902,0.0424094,-0.25949,-0.29709,0.12589,-0.33887,
-0.4129,0.02518,-0.36236,-0.225902,0.0424094,-0.25949,-0.4129,0.02518,-0.36236,
-0.21652,0.30716,-0.27848,-0.225902,0.0424094,-0.25949,-0.21652,0.30716,-0.27848,
-0.42801,0.16617,-0.14427,-0.225902,0.0424094,-0.25949,-0.42801,0.16617,-0.14427,
-0.35248,-0.34241,-0.359,-0.225902,0.0424094,-0.25949,-0.35248,-0.34241,-0.359,
-0.48843,0.10574,-0.40262,-0.225902,0.0424094,-0.25949,-0.48843,0.10574,-0.40262,
-0.53375,-0.17624,-0.34222,-0.225902,0.0424094,-0.25949,-0.53375,-0.17624,-0.34222,
-0.43808,0.20645,-0.2617,-0.225902,0.0424094,-0.25949,-0.43808,0.20645,-0.2617,
-0.43304,0.31723,-0.30867,-0.225902,0.0424094,-0.25949,-0.43304,0.31723,-0.30867,
-0.43304,0.07553,-0.26841,-0.225902,0.0424094,-0.25949,-0.43304,0.07553,-0.26841,
-0.4129,-0.00504,-0.20131,-0.225902,0.0424094,-0.25949,-0.4129,-0.00504,-0.20131,
-0.43808,0.23666,-0.38584,-0.225902,0.0424094,-0.25949,-0.43808,0.23666,-0.38584,
-0.26184,0.18631,-0.21137,-0.225902,0.0424094,-0.25949,-0.26184,0.18631,-0.21137,
-0.18127,-0.05035,-0.26841,-0.225902,0.0424094,-0.25949,-0.18127,-0.05035,-0.26841,
-0.35248,-0.16617,-0.51334,-0.225902,0.0424094,-0.25949,-0.35248,-0.16617,-0.51334,
-0.40283,0.10574,-0.28519,-0.225902,0.0424094,-0.25949,-0.40283,0.10574,-0.28519,
-0.3273,0.03021,-0.18118,-0.225902,0.0424094,-0.25949,-0.3273,0.03021,-0.18118,
-0.31219,-0.13596,-0.13421,-0.225902,0.0424094,-0.25949,-0.31219,-0.13596,-0.13421,
-0.34241,0.1561,-0.34893,-0.225902,0.0424094,-0.25949,-0.34241,0.1561,-0.34893,
-0.42297,-0.01007,-0.35565,-0.225902,0.0424094,-0.25949,-0.42297,-0.01007,-0.35565,
-0.37766,0.02518,-0.34558,-0.225902,0.0424094,-0.25949,-0.37766,0.02518,-0.34558,
-0.35248,0.0705,-0.47308,-0.225902,0.0424094,-0.25949,-0.35248,0.0705,-0.47308,
-0.02518,0.20645,-0.31203,-0.225902,0.0424094,-0.25949,-0.02518,0.20645,-0.31203,
-0.4834,0.02518,-0.25835,-0.225902,0.0424094,-0.25949,-0.4834,0.02518,-0.25835,
-0.42801,0.21652,-0.60393,-0.225902,0.0424094,-0.25949,-0.42801,0.21652,-0.60393,
-0.40283,0.08057,-0.31203,-0.225902,0.0424094,-0.25949,-0.40283,0.08057,-0.31203,
-0.31723,0.03021,-0.33887,-0.225902,0.0424094,-0.25949,-0.31723,0.03021,-0.33887,
-0.45319,-0.21652,-0.46637,-0.225902,0.0424094,-0.25949,-0.45319,-0.21652,-0.46637,
-0.29709,0.13596,-0.36571,-0.225902,0.0424094,-0.25949,-0.29709,0.13596,-0.36571,
-0.09064,0.28702,-0.30867,-0.225902,0.0424094,-0.25949,-0.09064,0.28702,-0.30867,
-0.21149,0.20142,-0.49992,-0.225902,0.0424094,-0.25949,-0.21149,0.20142,-0.49992,
-0.39276,-0.04028,-0.36236,-0.225902,0.0424094,-0.25949,-0.39276,-0.04028,-0.36236,
-0.3273,0.19638,-0.1275,-0.225902,0.0424094,-0.25949,-0.3273,0.19638,-0.1275,
-0.31219,-0.03525,-0.15098,-0.225902,0.0424094,-0.25949,-0.31219,-0.03525,-0.15098,
-0.27191,0.11581,-0.22144,-0.225902,0.0424094,-0.25949,-0.27191,0.11581,-0.22144,
-0.37262,0.0705,-0.28519,-0.225902,0.0424094,-0.25949,-0.37262,0.0705,-0.28519,
-0.52872,-0.0705,-0.2617,-0.225902,0.0424094,-0.25949,-0.52872,-0.0705,-0.2617,
-0.46326,-0.23666,-0.26841,-0.225902,0.0424094,-0.25949,-0.46326,-0.23666,-0.26841,
-0.42297,-0.12488,-0.4724,-0.225902,0.0424094,-0.25949,-0.42297,-0.12488,-0.4724,
-0.36255,0.22659,-0.47308,-0.225902,0.0424094,-0.25949,-0.36255,0.22659,-0.47308,
-0.25681,-0.05035,-0.25835,-0.225902,0.0424094,-0.25949,-0.25681,-0.05035,-0.25835,
-0.32227,0.01511,-0.24493,-0.225902,0.0424094,-0.25949,-0.32227,0.01511,-0.24493,
-0.23666,0.16617,-0.35229,-0.225902,0.0424094,-0.25949,-0.23666,0.16617,-0.35229,
-0.2417,-0.05539,-0.39255,-0.225902,0.0424094,-0.25949,-0.2417,-0.05539,-0.39255,
-0.19638,-0.09064,-0.33216,-0.225902,0.0424094,-0.25949,-0.19638,-0.09064,-0.33216,
-0.42801,-0.07553,-0.42275,-0.225902,0.0424094,-0.25949,-0.42801,-0.07553,-0.42275,
-0.36758,-0.00504,-0.23486,-0.225902,0.0424094,-0.25949,-0.36758,-0.00504,-0.23486,
-0.20645,-0.03525,-0.23822,-0.225902,0.0424094,-0.25949,-0.20645,-0.03525,-0.23822,
-0.27695,0.03021,-0.1644,-0.225902,0.0424094,-0.25949,-0.27695,0.03021,-0.1644,
-0.29709,0.12589,-0.27177,-0.225902,0.0424094,-0.25949,-0.29709,0.12589,-0.27177,
-0.34241,0.13596,-0.41939,-0.225902,0.0424094,-0.25949,-0.34241,0.13596,-0.41939,
-0.44815,-0.11581,-0.62741,-0.225902,0.0424094,-0.25949,-0.44815,-0.11581,-0.62741,
-0.31219,0.25681,-0.58044,-0.225902,0.0424094,-0.25949,-0.31219,0.25681,-0.58044,
-0.42801,-0.00504,-0.21137,-0.225902,0.0424094,-0.25949,-0.42801,-0.00504,-0.21137,
-0.21652,0.1561,-0.40262,-0.225902,0.0424094,-0.25949,-0.21652,0.1561,-0.40262,
-0.10071,0.03021,-0.13421,-0.225902,0.0424094,-0.25949,-0.10071,0.03021,-0.13421,
-0.27695,0.08057,-0.09059,-0.225902,0.0424094,-0.25949,-0.27695,0.08057,-0.09059,
-0.21652,0.1561,-0.18453,-0.225902,0.0424094,-0.25949,-0.21652,0.1561,-0.18453,
-0.33737,0.27695,-0.44959,-0.225902,0.0424094,-0.25949,-0.33737,0.27695,-0.44959,
-0.45319,-0.10574,-0.39926,-0.225902,0.0424094,-0.25949,-0.45319,-0.10574,-0.39926,
-0.55994,0.03625,-0.33283,-0.225902,0.0424094,-0.25949,-0.55994,0.03625,-0.33283,
-0.23163,0.37766,-0.40597,-0.225902,0.0424094,-0.25949,-0.23163,0.37766,-0.40597,
-0.41794,-0.46326,-0.21473,-0.225902,0.0424094,-0.25949,-0.41794,-0.46326,-0.21473,
-0.13092,0.4985,-0.52676,-0.225902,0.0424094,-0.25949,-0.13092,0.4985,-0.52676,
-0.22156,-0.02518,-0.36571,-0.225902,0.0424094,-0.25949,-0.22156,-0.02518,-0.36571,
-0.15106,-0.02518,-0.4865,-0.225902,0.0424094,-0.25949,-0.15106,-0.02518,-0.4865,
-0.24573,0.0282,-0.36236,-0.225902,0.0424094,-0.25949,-0.24573,0.0282,-0.36236,
-0.19638,0.13596,-0.22144,-0.225902,0.0424094,-0.25949,-0.19638,0.13596,-0.22144,
-0.34241,-0.09064,-0.09394,-0.225902,0.0424094,-0.25949,-0.34241,-0.09064,-0.09394,
-0.51865,-0.26688,-0.37578,-0.225902,0.0424094,-0.25949,-0.51865,-0.26688,-0.37578,
-0.3273,0.14603,-0.53682,-0.225902,0.0424094,-0.25949,-0.3273,0.14603,-0.53682,
-0.20947,-0.2699,-0.38114,-0.225902,0.0424094,-0.25949,-0.20947,-0.2699,-0.38114,
-0.19135,0.43304,-0.39926,-0.225902,0.0424094,-0.25949,-0.19135,0.43304,-0.39926,
-0.29205,0.27695,-0.31538,-0.225902,0.0424094,-0.25949,-0.29205,0.27695,-0.31538,
-0.20142,-0.03625,-0.58245,-0.225902,0.0424094,-0.25949,-0.20142,-0.03625,-0.58245,
-0.16113,0.1561,-0.30532,-0.225902,0.0424094,-0.25949,-0.16113,0.1561,-0.30532,
-0.36255,0.13092,-0.4563,-0.225902,0.0424094,-0.25949,-0.36255,0.13092,-0.4563,
-0.24673,-0.04028,-0.41268,-0.225902,0.0424094,-0.25949,-0.24673,-0.04028,-0.41268,
-0.20142,0.22156,-0.41604,-0.225902,0.0424094,-0.25949,-0.20142,0.22156,-0.41604,
-0.36758,-0.47836,-0.01342,-0.225902,0.0424094,-0.25949,-0.36758,-0.47836,-0.01342,
-0.14099,0.18127,-0.38584,-0.225902,0.0424094,-0.25949,-0.14099,0.18127,-0.38584,
-0.29205,0.10574,-0.23822,-0.225902,0.0424094,-0.25949,-0.29205,0.10574,-0.23822,
-0.23163,0.14099,-0.59722,-0.225902,0.0424094,-0.25949,-0.23163,0.14099,-0.59722,
-0.42297,-0.11581,-0.24828,-0.225902,0.0424094,-0.25949,-0.42297,-0.11581,-0.24828,
-0.53375,-0.13092,-0.18789,-0.225902,0.0424094,-0.25949,-0.53375,-0.13092,-0.18789,
-0.2417,-0.12085,-0.2617,-0.225902,0.0424094,-0.25949,-0.2417,-0.12085,-0.2617,
-0.3273,0.21149,-0.44959,-0.225902,0.0424094,-0.25949,-0.3273,0.21149,-0.44959,
-0.40787,0.00504,-0.34893,-0.225902,0.0424094,-0.25949,-0.40787,0.00504,-0.34893,
-0.19135,0.10071,-0.38249,-0.225902,0.0424094,-0.25949,-0.19135,0.10071,-0.38249,
-0.28198,0.07553,-0.31874,-0.225902,0.0424094,-0.25949,-0.28198,0.07553,-0.31874,
-0.44312,-0.03021,-0.45294,-0.225902,0.0424094,-0.25949,-0.44312,-0.03021,-0.45294,
-0.14099,0.14603,-0.56031,-0.225902,0.0424094,-0.25949,-0.14099,0.14603,-0.56031,
-0.21149,0.1561,-0.39926,-0.225902,0.0424094,-0.25949,-0.21149,0.1561,-0.39926,
-0.32227,0.10574,-0.33551,-0.225902,0.0424094,-0.25949,-0.32227,0.10574,-0.33551,
-0.24976,0.13696,-0.38651,-0.225902,0.0424094,-0.25949,-0.24976,0.13696,-0.38651,
-0.35852,0.06042,-0.39725,-0.225902,0.0424094,-0.25949,-0.35852,0.06042,-0.39725,
-0.30212,-0.06042,-0.41604,-0.225902,0.0424094,-0.25949,-0.30212,-0.06042,-0.41604,
-0.36255,-0.02417,-0.34088,-0.225902,0.0424094,-0.25949,-0.36255,-0.02417,-0.34088,
-0.46829,-0.0856,-0.24493,-0.225902,0.0424094,-0.25949,-0.46829,-0.0856,-0.24493,
-0.49347,-0.08057,-0.35229,-0.225902,0.0424094,-0.25949,-0.49347,-0.08057,-0.35229,
-0.37766,0.05539,-0.32545,-0.225902,0.0424094,-0.25949,-0.37766,0.05539,-0.32545,
-0.28702,0.06042,-0.35565,-0.225902,0.0424094,-0.25949,-0.28702,0.06042,-0.35565,
-0.33737,0.20142,-0.30196,-0.225902,0.0424094,-0.25949,-0.33737,0.20142,-0.30196,
-0.50858,-0.6546,-0.02013,-0.225902,0.0424094,-0.25949,-0.50858,-0.6546,-0.02013,
-0.23666,0.26184,-0.58044,-0.225902,0.0424094,-0.25949,-0.23666,0.26184,-0.58044,
-0.59921,0.44312,-0.46637,-0.225902,0.0424094,-0.25949,-0.59921,0.44312,-0.46637,
-0.27191,-0.01511,-0.20802,-0.225902,0.0424094,-0.25949,-0.27191,-0.01511,-0.20802,
-0.21652,0.02518,-0.35229,-0.225902,0.0424094,-0.25949,-0.21652,0.02518,-0.35229,
-0.47333,0.07553,-0.21137,-0.225902,0.0424094,-0.25949,-0.47333,0.07553,-0.21137,
-0.35248,0.17624,-0.4261,-0.225902,0.0424094,-0.25949,-0.35248,0.17624,-0.4261,
-0.30212,-0.11581,-0.35229,-0.225902,0.0424094,-0.25949,-0.30212,-0.11581,-0.35229,
-0.44312,0.03525,-0.43952,-0.225902,0.0424094,-0.25949,-0.44312,0.03525,-0.43952,
-0.53879,-0.16617,-0.34893,-0.225902,0.0424094,-0.25949,-0.53879,-0.16617,-0.34893,
-0.38773,0.20645,-0.37913,-0.225902,0.0424094,-0.25949,-0.38773,0.20645,-0.37913,
-0.27695,-0.07553,-0.28519,-0.225902,0.0424094,-0.25949,-0.27695,-0.07553,-0.28519,
-0.23666,-0.00504,-0.23822,-0.225902,0.0424094,-0.25949,-0.23666,-0.00504,-0.23822,
-0.21149,0.1561,-0.34558,-0.225902,0.0424094,-0.25949,-0.21149,0.1561,-0.34558,
-0.22156,0.02518,-0.18453,-0.225902,0.0424094,-0.25949,-0.22156,0.02518,-0.18453,
-0.44312,0.09567,-0.50998,-0.225902,0.0424094,-0.25949,-0.44312,0.09567,-0.50998,
-0.20142,-0.10574,-0.44288,-0.225902,0.0424094,-0.25949,-0.20142,-0.10574,-0.44288,
-0.32227,0.11078,-0.36907,-0.225902,0.0424094,-0.25949,-0.32227,0.11078,-0.36907,
-0.37262,-0.08057,-0.25499,-0.225902,0.0424094,-0.25949,-0.37262,-0.08057,-0.25499,
-0.16113,-0.03021,-0.33551,-0.225902,0.0424094,-0.25949,-0.16113,-0.03021,-0.33551,
-0.24673,0.04532,-0.31538,-0.225902,0.0424094,-0.25949,-0.24673,0.04532,-0.31538,
-0.51865,0.33234,-0.49992,-0.225902,0.0424094,-0.25949,-0.51865,0.33234,-0.49992,
-0.50354,-0.1712,-0.30867,-0.225902,0.0424094,-0.25949,-0.50354,-0.1712,-0.30867,
-0.35751,0.11581,-0.10065,-0.225902,0.0424094,-0.25949,-0.35751,0.11581,-0.10065,
-0.46829,-0.0856,-0.22815,-0.225902,0.0424094,-0.25949,-0.46829,-0.0856,-0.22815,
-0.66971,0.06042,-0.14092,-0.225902,0.0424094,-0.25949,-0.66971,0.06042,-0.14092,
-0.35751,-0.13092,-0.27512,-0.225902,0.0424094,-0.25949,-0.35751,-0.13092,-0.27512,
-0.51361,0.31219,-0.46972,-0.225902,0.0424094,-0.25949,-0.51361,0.31219,-0.46972,
-0.63446,0.05035,-0.58044,-0.225902,0.0424094,-0.25949,-0.63446,0.05035,-0.58044,
-0.6546,-0.01511,-0.49656,-0.225902,0.0424094,-0.25949,-0.6546,-0.01511,-0.49656,
-0.68481,-0.11581,-0.4865,-0.225902,0.0424094,-0.25949,-0.68481,-0.11581,-0.4865,
-0.82581,-0.17624,-0.61735,-0.225902,0.0424094,-0.25949,-0.82581,-0.17624,-0.61735,
-0.7251,-0.12085,-0.51334,-0.225902,0.0424094,-0.25949,-0.7251,-0.12085,-0.51334,
-0.52368,0.1561,-0.43281,-0.225902,0.0424094,-0.25949,-0.52368,0.1561,-0.43281,
-0.50858,-0.28198,-0.34893,-0.225902,0.0424094,-0.25949,-0.50858,-0.28198,-0.34893,
-0.40283,-0.3273,-0.34222,-0.225902,0.0424094,-0.25949,-0.40283,-0.3273,-0.34222,
-0.33737,-0.08057,-0.2617,-0.225902,0.0424094,-0.25949,-0.33737,-0.08057,-0.2617,
-0.18631,0.04028,-0.21473,-0.225902,0.0424094,-0.25949,-0.18631,0.04028,-0.21473,
-0.53375,0.17624,-0.05368,-0.225902,0.0424094,-0.25949,-0.53375,0.17624,-0.05368,
-0.25681,0.31219,-0.02684,-0.225902,0.0424094,-0.25949,-0.25681,0.31219,-0.02684,
-0.42801,-0.04028,-0.20802,-0.225902,0.0424094,-0.25949,-0.42801,-0.04028,-0.20802,
-0.20645,0,-0.33216,-0.225902,0.0424094,-0.25949,-0.20645,0,-0.33216,
-0.18631,-0.16113,-0.37913,-0.225902,0.0424094,-0.25949,-0.18631,-0.16113,-0.37913,
-0.23666,-0.14603,-0.37242,-0.225902,0.0424094,-0.25949,-0.23666,-0.14603,-0.37242,
-0.15106,-0.03525,-0.24493,-0.225902,0.0424094,-0.25949,-0.15106,-0.03525,-0.24493,
-0.30212,0.14603,-0.31203,-0.225902,0.0424094,-0.25949,-0.30212,0.14603,-0.31203,
-0.36255,-0.08057,-0.31538,-0.225902,0.0424094,-0.25949,-0.36255,-0.08057,-0.31538,
-0.18127,0.06042,-0.29525,-0.225902,0.0424094,-0.25949,-0.18127,0.06042,-0.29525,
-0.30212,0.03525,-0.39926,-0.225902,0.0424094,-0.25949,-0.30212,0.03525,-0.39926,
-0.54382,0.03525,-0.27848,-0.225902,0.0424094,-0.25949,-0.54382,0.03525,-0.27848,
-0.58411,-0.00504,-0.46637,-0.225902,0.0424094,-0.25949,-0.58411,-0.00504,-0.46637,
-0.45319,0.33234,-0.41604,-0.225902,0.0424094,-0.25949,-0.45319,0.33234,-0.41604,
-0.31219,0.16617,-0.40933,-0.225902,0.0424094,-0.25949,-0.31219,0.16617,-0.40933,
-0.29709,0.01511,-0.39591,-0.225902,0.0424094,-0.25949,-0.29709,0.01511,-0.39591,
0,-0.04028,-0.03355,-0.225902,0.0424094,-0.25949,0,-0.04028,-0.03355,
-0.01007,0.01511,-0.00336,-0.225902,0.0424094,-0.25949,-0.01007,0.01511,-0.00336,
0.06042,0.09064,0.07717,-0.225902,0.0424094,-0.25949,0.06042,0.09064,0.07717,
0.10071,0.3273,-0.08388,-0.225902,0.0424094,-0.25949,0.10071,0.3273,-0.08388,
-0.03021,0.27695,-0.2919,-0.225902,0.0424094,-0.25949,-0.03021,0.27695,-0.2919,
-0.33234,-0.01007,-0.37913,-0.225902,0.0424094,-0.25949,-0.33234,-0.01007,-0.37913,
-0.44815,-0.01007,-0.18118,-0.225902,0.0424094,-0.25949,-0.44815,-0.01007,-0.18118,
-0.31219,0.02518,-0.39255,-0.225902,0.0424094,-0.25949,-0.31219,0.02518,-0.39255,
-0.43304,0.23666,-0.41604,-0.225902,0.0424094,-0.25949,-0.43304,0.23666,-0.41604,
-0.35751,0.02014,-0.46637,-0.225902,0.0424094,-0.25949,-0.35751,0.02014,-0.46637,
-0.40283,0.08057,-0.34222,-0.225902,0.0424094,-0.25949,-0.40283,0.08057,-0.34222,
-0.48843,0.03021,-0.16105,-0.225902,0.0424094,-0.25949,-0.48843,0.03021,-0.16105,
-0.3978,0.13092,-0.15098,-0.225902,0.0424094,-0.25949,-0.3978,0.13092,-0.15098,
-0.50858,-0.19135,-0.43617,-0.225902,0.0424094,-0.25949,-0.50858,-0.19135,-0.43617,
-0.47937,-0.02417,-0.43483,-0.225902,0.0424094,-0.25949,-0.47937,-0.02417,-0.43483,
-0.29709,-0.16113,-0.40262,-0.225902,0.0424094,-0.25949,-0.29709,-0.16113,-0.40262,
-0.13092,0.03525,-0.1946,-0.225902,0.0424094,-0.25949,-0.13092,0.03525,-0.1946,
-0.40787,-0.0705,-0.12414,-0.225902,0.0424094,-0.25949,-0.40787,-0.0705,-0.12414,
-0.13092,0.24673,-0.41268,-0.225902,0.0424094,-0.25949,-0.13092,0.24673,-0.41268,
-0.29709,-0.17624,-0.36907,-0.225902,0.0424094,-0.25949,-0.29709,-0.17624,-0.36907,
-0.18631,0.15106,-0.32545,-0.225902,0.0424094,-0.25949,-0.18631,0.15106,-0.32545,
-0.23666,-0.05539,-0.18453,-0.225902,0.0424094,-0.25949,-0.23666,-0.05539,-0.18453,
-0.37766,0.31723,-0.3288,-0.225902,0.0424094,-0.25949,-0.37766,0.31723,-0.3288,
-0.44312,0.2417,-0.28183,-0.225902,0.0424094,-0.25949,-0.44312,0.2417,-0.28183,
-0.32227,0.02014,0.00671,-0.225902,0.0424094,-0.25949,-0.32227,0.02014,0.00671,
-0.1561,0.25681,-0.34222,-0.225902,0.0424094,-0.25949,-0.1561,0.25681,-0.34222,
-0.46829,0.15106,-0.47643,-0.225902,0.0424094,-0.25949,-0.46829,0.15106,-0.47643,
-0.2135,-0.00403,-0.1691,-0.225902,0.0424094,-0.25949,-0.2135,-0.00403,-0.1691,
-0.30716,0.15106,-0.15098,-0.225902,0.0424094,-0.25949,-0.30716,0.15106,-0.15098,
-0.3273,-0.05035,-0.29525,-0.225902,0.0424094,-0.25949,-0.3273,-0.05035,-0.29525,
-0.29709,-0.05539,-0.25835,-0.225902,0.0424094,-0.25949,-0.29709,-0.05539,-0.25835,
-0.40787,-0.11581,-0.56031,-0.225902,0.0424094,-0.25949,-0.40787,-0.11581,-0.56031,
-0.34241,0.0705,-0.28183,-0.225902,0.0424094,-0.25949,-0.34241,0.0705,-0.28183,
-0.26184,0.15106,-0.13756,-0.225902,0.0424094,-0.25949,-0.26184,0.15106,-0.13756,
-0.31219,0.1561,-0.29525,-0.225902,0.0424094,-0.25949,-0.31219,0.1561,-0.29525,
-0.26184,0.13092,-0.38249,-0.225902,0.0424094,-0.25949,-0.26184,0.13092,-0.38249,
-0.23666,-0.04028,-0.27512,-0.225902,0.0424094,-0.25949,-0.23666,-0.04028,-0.27512,
-0.33737,-0.13092,-0.3892,-0.225902,0.0424094,-0.25949,-0.33737,-0.13092,-0.3892,
-0.18631,0.25177,-0.39591,-0.225902,0.0424094,-0.25949,-0.18631,0.25177,-0.39591,
-0.13596,0.03021,-0.38584,-0.225902,0.0424094,-0.25949,-0.13596,0.03021,-0.38584,
-0.37262,-0.04532,-0.41268,-0.225902,0.0424094,-0.25949,-0.37262,-0.04532,-0.41268,
-0.22659,-0.01007,-0.43952,-0.225902,0.0424094,-0.25949,-0.22659,-0.01007,-0.43952,
-0.1561,-0.13596,-0.37242,-0.225902,0.0424094,-0.25949,-0.1561,-0.13596,-0.37242,
-0.37262,-0.05539,-0.44623,-0.225902,0.0424094,-0.25949,-0.37262,-0.05539,-0.44623,
-0.34241,0.01007,-0.48314,-0.225902,0.0424094,-0.25949,-0.34241,0.01007,-0.48314,
-0.25177,0.25681,-0.37578,-0.225902,0.0424094,-0.25949,-0.25177,0.25681,-0.37578,
-0.07553,0.11078,-0.21808,-0.225902,0.0424094,-0.25949,-0.07553,0.11078,-0.21808,
-0.25781,0.1571,-0.2872,-0.225902,0.0424094,-0.25949,-0.25781,0.1571,-0.2872,
-0.26184,0.09064,-0.15434,-0.225902,0.0424094,-0.25949,-0.26184,0.09064,-0.15434,
-0.35751,0.11078,-0.33887,-0.225902,0.0424094,-0.25949,-0.35751,0.11078,-0.33887,
-0.36255,0.01511,-0.14763,-0.225902,0.0424094,-0.25949,-0.36255,0.01511,-0.14763,
-0.64957,0.01007,-0.34893,-0.225902,0.0424094,-0.25949,-0.64957,0.01007,-0.34893,
-0.64453,0.17725,-0.12884,-0.225902,0.0424094,-0.25949,-0.64453,0.17725,-0.12884,
-0.50858,0.17624,-0.14092,-0.225902,0.0424094,-0.25949,-0.50858,0.17624,-0.14092,
-0.30716,0.28702,-0.25164,-0.225902,0.0424094,-0.25949,-0.30716,0.28702,-0.25164,
-0.28198,0.15106,-0.30867,-0.225902,0.0424094,-0.25949,-0.28198,0.15106,-0.30867,
-0.2417,-0.04834,-0.20399,-0.225902,0.0424094,-0.25949,-0.2417,-0.04834,-0.20399,
-0.16617,0.16617,-0.359,-0.225902,0.0424094,-0.25949,-0.16617,0.16617,-0.359,
-0.22156,0.21149,-0.36571,-0.225902,0.0424094,-0.25949,-0.22156,0.21149,-0.36571,
-0.38269,0.0856,-0.36236,-0.225902,0.0424094,-0.25949,-0.38269,0.0856,-0.36236,
-0.35248,-0.11581,-0.50998,-0.225902,0.0424094,-0.25949,-0.35248,-0.11581,-0.50998,
-0.22659,0.08057,-0.2919,-0.225902,0.0424094,-0.25949,-0.22659,0.08057,-0.2919,
-0.13092,0.1561,-0.4865,-0.225902,0.0424094,-0.25949,-0.13092,0.1561,-0.4865,
-0.34744,-0.01511,-0.26506,-0.225902,0.0424094,-0.25949,-0.34744,-0.01511,-0.26506,
-0.31723,0.13092,-0.3288,-0.225902,0.0424094,-0.25949,-0.31723,0.13092,-0.3288,
-0.30716,0.26688,-0.3288,-0.225902,0.0424094,-0.25949,-0.30716,0.26688,-0.3288,
-0.33737,0.09064,-0.23486,-0.225902,0.0424094,-0.25949,-0.33737,0.09064,-0.23486,
-0.19135,-0.02518,-0.33551,-0.225902,0.0424094,-0.25949,-0.19135,-0.02518,-0.33551,
-0.29205,0.0856,-0.30867,-0.225902,0.0424094,-0.25949,-0.29205,0.0856,-0.30867,
-0.33737,0.08057,-0.44288,-0.225902,0.0424094,-0.25949,-0.33737,0.08057,-0.44288,
-0.30716,0.06546,-0.30196,-0.225902,0.0424094,-0.25949,-0.30716,0.06546,-0.30196,
-0.2417,-0.12589,-0.46972,-0.225902,0.0424094,-0.25949,-0.2417,-0.12589,-0.46972,
-0.2417,0.07553,-0.40262,-0.225902,0.0424094,-0.25949,-0.2417,0.07553,-0.40262,
-0.27695,0.01007,-0.15434,-0.225902,0.0424094,-0.25949,-0.27695,0.01007,-0.15434,
-0.33737,-0.12085,-0.27512,-0.225902,0.0424094,-0.25949,-0.33737,-0.12085,-0.27512,
-0.35751,0.06042,-0.44288,-0.225902,0.0424094,-0.25949,-0.35751,0.06042,-0.44288,
-0.56396,-0.09567,-0.4261,-0.225902,0.0424094,-0.25949,-0.56396,-0.09567,-0.4261,
-0.40787,-0.03021,-0.32209,-0.225902,0.0424094,-0.25949,-0.40787,-0.03021,-0.32209,
-0.37262,-0.09064,-0.3892,-0.225902,0.0424094,-0.25949,-0.37262,-0.09064,-0.3892,
-0.54382,0.05035,-0.27848,-0.225902,0.0424094,-0.25949,-0.54382,0.05035,-0.27848,
-0.33234,0.21149,-0.17447,-0.225902,0.0424094,-0.25949,-0.33234,0.21149,-0.17447,
-0.33234,0.13092,-0.3288,-0.225902,0.0424094,-0.25949,-0.33234,0.13092,-0.3288,
-0.16113,0.16113,-0.45965,-0.225902,0.0424094,-0.25949,-0.16113,0.16113,-0.45965,
-0.45822,0.28702,-0.25835,-0.225902,0.0424094,-0.25949,-0.45822,0.28702,-0.25835,
-0.34744,0.21149,-0.41604,-0.225902,0.0424094,-0.25949,-0.34744,0.21149,-0.41604,
-0.21652,0.25681,-0.28854,-0.225902,0.0424094,-0.25949,-0.21652,0.25681,-0.28854,
-0.30212,-0.11279,-0.13689,-0.225902,0.0424094,-0.25949,-0.30212,-0.11279,-0.13689,
-0.39276,0.02518,-0.05368,-0.225902,0.0424094,-0.25949,-0.39276,0.02518,-0.05368,
-0.27191,0.11078,-0.22815,-0.225902,0.0424094,-0.25949,-0.27191,0.11078,-0.22815,
-0.21652,0.10574,-0.27177,-0.225902,0.0424094,-0.25949,-0.21652,0.10574,-0.27177,
-0.35248,0.09064,0.00336,-0.225902,0.0424094,-0.25949,-0.35248,0.09064,0.00336,
-0.23163,0.25177,-0.24157,-0.225902,0.0424094,-0.25949,-0.23163,0.25177,-0.24157,
-0.2417,0.25681,-0.17782,-0.225902,0.0424094,-0.25949,-0.2417,0.25681,-0.17782,
-0.24673,0.04532,-0.31203,-0.225902,0.0424094,-0.25949,-0.24673,0.04532,-0.31203,
-0.60928,-0.28198,-0.23822,-0.225902,0.0424094,-0.25949,-0.60928,-0.28198,-0.23822,
